age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44,Private,183625,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,766,73,73,United-States,<=50K
55,Self-emp-not-inc,50880,HS-grad,9,Divorced,Prof-specialty,Wife,White,Male,363,7,73,United-States,<=50K
73,Private,255392,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,Black,Male,2739,89,77,United-States,>50K
33,Private,324221,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,950,0,70,United-States,>50K
60,Self-emp-not-inc,13625,Masters,14,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,1281,11,94,United-States,>50K
41,Self-emp-not-inc,48237,Assoc-voc,11,Widowed,Handlers-cleaners,Not-in-family,White,Male,1990,47,79,United-States,>50K
33,Never-worked,11223,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,4769,23,51,United-States,>50K
29,Private,200375,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,1086,207,53,United-States,>50K
41,Private,75197,Some-college,10,Divorced,Tech-support,Husband,White,Female,3058,1,15,United-States,>50K
84,Self-emp-not-inc,246486,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,624,328,50,United-States,>50K
26,Private,346837,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,2394,48,71,United-States,>50K
83,Private,121555,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,3,40,75,United-States,<=50K
34,Private,309904,Some-college,10,Divorced,Handlers-cleaners,Wife,White,Female,4103,3,38,United-States,>50K
50,Private,482398,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,61,15,40,United-States,<=50K
24,Without-pay,382318,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Male,2494,129,66,United-States,>50K
56,Private,399336,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,94,21,39,United-States,<=50K
58,Private,461182,HS-grad,9,Divorced,Machine-op-inspct,Wife,White,Male,619,54,74,United-States,<=50K
57,Private,301168,Masters,14,Married-civ-spouse,Other-service,Husband,White,Female,1375,379,17,United-States,>50K
22,Private,473539,Some-college,10,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,1089,15,7,United-States,<=50K
68,Private,295346,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,425,42,39,Canada,<=50K
42,Private,391558,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,812,59,68,United-States,<=50K
80,Private,61524,HS-grad,9,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,2601,8,35,United-States,>50K
75,Local-gov,184980,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,2212,8,51,United-States,>50K
72,Private,439283,Masters,14,Separated,Adm-clerical,Husband,White,Female,149,30,47,Cuba,<=50K
75,Private,412576,HS-grad,9,Widowed,Exec-managerial,Husband,White,Female,2751,24,36,United-States,>50K
86,Federal-gov,370372,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Male,109,62,64,United-States,>50K
49,Self-emp-not-inc,114755,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,1565,3,95,United-States,>50K
69,Private,154013,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,602,179,89,Puerto-Rico,<=50K
38,Private,288137,Masters,14,Never-married,Machine-op-inspct,Wife,White,Female,1771,0,13,United-States,>50K
37,Private,24620,Some-college,10,Married-civ-spouse,Tech-support,Husband,Other,Female,605,45,18,United-States,<=50K
86,Self-emp-not-inc,395415,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,8393,41,21,United-States,>50K
86,Never-worked,30193,Some-college,10,Divorced,Sales,Husband,White,Male,741,7,65,United-States,<=50K
20,Self-emp-not-inc,323703,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,554,8,8,Philippines,<=50K
78,Private,293392,Assoc-acdm,12,Never-married,Prof-specialty,Wife,White,Male,652,78,48,United-States,<=50K
78,Local-gov,449068,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,4535,109,85,United-States,>50K
40,Private,408243,Assoc-voc,11,Never-married,Tech-support,Husband,White,Male,2022,16,43,Mexico,<=50K
71,Private,335554,Doctorate,16,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,2623,28,53,Canada,>50K
25,Private,276404,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,5002,21,85,United-States,>50K
19,Never-worked,309740,11th,7,Never-married,Adm-clerical,Wife,White,Male,4857,3,27,United-States,>50K
47,Private,248148,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2686,55,19,India,>50K
56,Self-emp-not-inc,19012,10th,6,Married-civ-spouse,Craft-repair,Own-child,White,Female,440,87,23,United-States,<=50K
52,Private,35823,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,3707,18,50,Canada,>50K
40,Private,345995,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,455,231,51,Canada,<=50K
22,Private,57027,Some-college,10,Never-married,Adm-clerical,Husband,Other,Female,2716,3,43,United-States,>50K
82,Private,219239,Some-college,10,Never-married,Prof-specialty,Husband,White,Female,2314,54,51,Canada,>50K
20,Local-gov,355938,Bachelors,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,2844,29,69,United-States,>50K
22,Private,297243,Masters,14,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,1521,29,41,United-States,>50K
67,Self-emp-not-inc,373571,HS-grad,9,Divorced,Machine-op-inspct,Husband,White,Female,2036,30,72,United-States,>50K
78,Local-gov,309136,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,6128,14,11,Mexico,>50K
73,Without-pay,392086,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,213,62,80,United-States,>50K
82,Private,390030,Bachelors,13,Divorced,Exec-managerial,Wife,White,Female,738,63,88,United-States,>50K
24,Private,152049,10th,6,Separated,Other-service,Not-in-family,White,Female,1890,16,85,Philippines,<=50K
42,Private,459450,Masters,14,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Female,6651,90,52,United-States,>50K
67,Never-worked,233302,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,200,19,23,United-States,<=50K
61,Without-pay,188448,Masters,14,Married-civ-spouse,Other-service,Own-child,White,Male,45,64,49,Mexico,<=50K
60,Private,437194,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,114,6,38,United-States,<=50K
21,State-gov,19218,HS-grad,9,Separated,Tech-support,Husband,Black,Male,107,9,47,Canada,<=50K
86,Private,293932,Assoc-voc,11,Divorced,Sales,Other-relative,White,Female,4767,18,72,Canada,>50K
42,Private,30501,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Female,2554,45,7,United-States,>50K
84,Private,219061,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,2260,51,66,United-States,>50K
35,Local-gov,113733,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Male,1478,25,94,United-States,>50K
36,Private,287354,11th,7,Divorced,Sales,Not-in-family,White,Female,3046,4,77,United-States,>50K
28,State-gov,138476,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,338,23,62,United-States,<=50K
63,Local-gov,346369,Some-college,10,Divorced,Tech-support,Own-child,White,Male,994,58,87,United-States,>50K
17,Self-emp-not-inc,186561,Some-college,10,Married-AF-spouse,Craft-repair,Not-in-family,White,Male,1346,55,29,United-States,<=50K
30,Private,233989,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,233,8,38,United-States,<=50K
80,Private,335865,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,1087,0,84,United-States,<=50K
54,Private,498260,Some-college,10,Never-married,Other-service,Unmarried,Other,Female,761,69,33,United-States,<=50K
53,Private,445869,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,72,5,29,United-States,<=50K
27,Private,489894,Masters,14,Married-civ-spouse,Other-service,Wife,White,Female,294,4,79,United-States,<=50K
19,Never-worked,182022,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,2888,0,23,United-States,>50K
49,Private,149988,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Black,Female,36,28,3,United-States,<=50K
22,Private,206983,Assoc-acdm,12,Divorced,Other-service,Husband,White,Female,5443,34,93,United-States,>50K
66,Private,41449,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,180,50,45,India,<=50K
26,Private,361477,Bachelors,13,Separated,Tech-support,Husband,White,Female,3211,17,8,United-States,>50K
21,Private,292926,Some-college,10,Divorced,Farming-fishing,Husband,White,Female,4577,61,86,United-States,>50K
39,Private,495780,Prof-school,15,Divorced,Other-service,Husband,White,Male,5665,9,29,United-States,>50K
26,Without-pay,292387,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Male,4041,89,2,United-States,>50K
60,Private,39379,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,678,42,50,United-States,>50K
18,Never-worked,47780,Bachelors,13,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,810,43,65,United-States,<=50K
29,State-gov,433956,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,1112,11,20,United-States,<=50K
56,Private,124944,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,300,3,52,United-States,<=50K
18,Never-worked,268446,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,45,31,85,Canada,<=50K
81,Private,292128,Masters,14,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Male,4066,47,37,United-States,>50K
79,State-gov,10050,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,1615,4,72,United-States,>50K
89,Private,409806,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Other,Female,1876,150,27,Philippines,>50K
33,Federal-gov,50205,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Black,Male,5234,196,47,United-States,>50K
25,State-gov,287306,Masters,14,Never-married,Prof-specialty,Husband,White,Female,2187,39,6,United-States,>50K
31,Local-gov,321890,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,2347,149,60,United-States,>50K
40,Local-gov,154177,Doctorate,16,Never-married,Handlers-cleaners,Own-child,White,Female,3092,9,45,United-States,>50K
54,Private,440715,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,247,1,44,United-States,>50K
51,Private,439857,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,893,2,83,United-States,<=50K
65,Private,21628,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,6897,44,18,United-States,>50K
85,Private,183104,HS-grad,9,Never-married,Sales,Husband,Asian-Pac-Islander,Male,5126,3,65,United-States,>50K
78,Self-emp-not-inc,468245,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4309,159,25,United-States,>50K
76,Private,310660,HS-grad,9,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,1203,7,27,United-States,>50K
66,Never-worked,359301,Assoc-voc,11,Married-civ-spouse,Sales,Own-child,White,Female,3892,18,7,United-States,>50K
25,Private,404692,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,99,86,44,United-States,<=50K
50,State-gov,129558,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,321,12,29,United-States,<=50K
51,Private,312944,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,1068,13,95,United-States,<=50K
17,State-gov,45788,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,1320,51,44,United-States,<=50K
56,Without-pay,130754,HS-grad,9,Separated,Adm-clerical,Husband,White,Female,611,16,36,United-States,<=50K
80,Private,493189,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,881,12,19,United-States,<=50K
38,Private,298384,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,355,14,6,United-States,<=50K
76,Local-gov,414138,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,1343,33,25,United-States,<=50K
80,Private,336342,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,3158,169,31,United-States,>50K
88,Private,330883,Bachelors,13,Divorced,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,2165,89,9,United-States,>50K
27,Private,214674,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,228,16,84,United-States,<=50K
30,Private,284233,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,1337,22,74,United-States,<=50K
76,Private,42600,10th,6,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,2392,31,37,United-States,>50K
46,Private,187248,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,1509,192,27,United-States,>50K
51,Private,280311,Bachelors,13,Widowed,Sales,Not-in-family,White,Female,994,9,13,Germany,<=50K
53,Private,350496,Some-college,10,Never-married,Craft-repair,Husband,White,Male,1945,22,41,United-States,>50K
21,Never-worked,424380,Masters,14,Separated,Craft-repair,Husband,Black,Male,6924,65,66,United-States,>50K
42,Private,358109,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,199,166,85,India,<=50K
78,Never-worked,397684,Some-college,10,Never-married,Farming-fishing,Husband,White,Female,988,8,97,United-States,>50K
20,Private,241609,10th,6,Never-married,Farming-fishing,Other-relative,White,Male,1043,12,24,United-States,<=50K
58,Private,303559,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,1720,12,44,United-States,<=50K
34,Private,476869,HS-grad,9,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,330,1,98,United-States,<=50K
56,Private,81895,Masters,14,Widowed,Other-service,Husband,Black,Male,388,46,60,United-States,<=50K
88,Private,352044,Assoc-voc,11,Never-married,Adm-clerical,Husband,White,Male,671,55,9,United-States,<=50K
55,Private,243573,HS-grad,9,Never-married,Exec-managerial,Husband,White,Female,6241,46,2,United-States,>50K
30,Private,104330,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,2649,3,56,United-States,>50K
48,Private,479045,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2167,3,30,United-States,<=50K
67,Self-emp-not-inc,68650,HS-grad,9,Widowed,Farming-fishing,Unmarried,Other,Female,3396,11,22,United-States,>50K
54,Private,462197,Masters,14,Married-civ-spouse,Sales,Husband,White,Female,272,17,75,India,>50K
39,Private,478084,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,3922,77,81,United-States,>50K
79,Local-gov,10615,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,1806,8,13,Cuba,<=50K
31,Private,186684,Some-college,10,Never-married,Farming-fishing,Husband,Other,Female,816,2,71,United-States,<=50K
41,Private,350081,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,3384,25,16,United-States,>50K
33,Never-worked,257326,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3244,26,97,United-States,>50K
82,Private,314080,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Female,3737,29,45,United-States,>50K
69,Self-emp-not-inc,170444,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,245,87,65,Germany,<=50K
67,Never-worked,379956,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,6970,5,11,Cuba,>50K
55,Private,340019,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,6419,60,70,United-States,>50K
67,Private,91782,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,884,20,20,United-States,>50K
86,Private,71700,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Female,136,18,63,United-States,<=50K
22,Private,18109,Assoc-voc,11,Separated,Handlers-cleaners,Unmarried,White,Female,365,134,90,India,<=50K
83,Private,33758,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,9875,14,12,United-States,>50K
23,Self-emp-not-inc,229699,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,1655,51,62,United-States,>50K
67,Private,380736,Some-college,10,Separated,Exec-managerial,Husband,White,Female,882,16,94,United-States,>50K
88,Private,23317,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,679,35,92,United-States,<=50K
58,Never-worked,485514,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,594,77,91,Canada,<=50K
80,State-gov,210073,HS-grad,9,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,2182,106,42,United-States,>50K
31,Private,454639,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,1087,91,83,United-States,>50K
45,Private,35622,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,6728,43,69,United-States,>50K
49,Private,16800,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,2303,14,58,United-States,>50K
43,Private,255869,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3140,54,5,United-States,>50K
52,Private,45539,11th,7,Divorced,Sales,Husband,White,Male,692,61,27,United-States,<=50K
45,Private,243259,11th,7,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Male,164,0,28,United-States,<=50K
54,Federal-gov,143672,Assoc-voc,11,Divorced,Tech-support,Wife,White,Female,1338,28,26,India,>50K
73,Private,474270,10th,6,Never-married,Craft-repair,Own-child,White,Male,755,92,91,United-States,<=50K
43,Private,95163,Some-college,10,Never-married,Adm-clerical,Husband,White,Female,451,33,49,United-States,<=50K
71,Private,256765,10th,6,Never-married,Farming-fishing,Husband,White,Male,6100,18,21,United-States,>50K
49,Private,170441,HS-grad,9,Divorced,Handlers-cleaners,Wife,White,Female,1173,102,1,United-States,>50K
84,State-gov,238053,Some-college,10,Separated,Farming-fishing,Wife,White,Female,384,8,92,United-States,>50K
82,Local-gov,288833,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Female,442,11,58,India,<=50K
26,Local-gov,353603,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Male,658,58,79,United-States,<=50K
21,Private,48469,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,14575,21,55,United-States,>50K
54,Private,499155,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Black,Male,623,62,81,United-States,<=50K
29,Private,142030,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Female,797,8,26,United-States,<=50K
47,Private,264905,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,2153,14,84,United-States,>50K
63,Private,261030,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,696,8,25,United-States,<=50K
68,Local-gov,332156,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Female,486,152,77,United-States,>50K
72,Private,210146,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,345,25,33,United-States,<=50K
31,Private,70021,Some-college,10,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,749,20,89,United-States,<=50K
45,Private,492156,Bachelors,13,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,223,0,72,United-States,<=50K
24,Private,191854,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,37,8,69,United-States,<=50K
21,Private,478735,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,3265,27,6,United-States,>50K
45,Never-worked,241979,11th,7,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,296,3,23,United-States,<=50K
63,Local-gov,462531,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2992,35,30,Puerto-Rico,>50K
84,Never-worked,34642,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,3194,30,78,United-States,>50K
61,Private,351147,Doctorate,16,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,1544,72,54,United-States,>50K
18,Private,133714,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,741,53,87,United-States,<=50K
43,Private,10205,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Female,313,29,11,Puerto-Rico,<=50K
52,Private,365089,HS-grad,9,Married-civ-spouse,Tech-support,Unmarried,White,Male,2669,12,31,Cuba,>50K
52,State-gov,22442,HS-grad,9,Never-married,Other-service,Husband,White,Female,1839,64,6,United-States,>50K
42,Private,363970,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,2131,61,11,United-States,>50K
59,Private,232716,Some-college,10,Married-civ-spouse,Sales,Other-relative,White,Female,17,8,77,Philippines,<=50K
43,Private,408907,HS-grad,9,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,5248,123,12,United-States,>50K
85,Private,48909,11th,7,Married-civ-spouse,Other-service,Not-in-family,White,Male,137,3,66,United-States,<=50K
36,Local-gov,291648,Some-college,10,Divorced,Tech-support,Not-in-family,Black,Male,913,2,53,India,<=50K
27,Private,467486,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,1030,10,36,United-States,<=50K
54,Private,105698,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,120,17,United-States,<=50K
22,Private,246104,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,1374,36,28,India,<=50K
88,Private,461267,HS-grad,9,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,2795,77,92,United-States,>50K
39,Local-gov,442014,HS-grad,9,Separated,Machine-op-inspct,Husband,White,Male,3466,12,22,United-States,>50K
63,Without-pay,190402,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,4230,33,7,United-States,>50K
62,Never-worked,97087,Some-college,10,Never-married,Sales,Wife,White,Female,1337,22,15,United-States,>50K
28,Local-gov,219991,Some-college,10,Never-married,Other-service,Own-child,White,Female,1991,87,96,United-States,>50K
29,Private,223104,Some-college,10,Separated,Farming-fishing,Not-in-family,Black,Female,165,1,11,United-States,<=50K
78,Self-emp-not-inc,51716,HS-grad,9,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,1339,13,24,United-States,<=50K
76,Private,215696,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,Black,Female,336,8,67,Mexico,<=50K
59,Private,188054,Some-college,10,Never-married,Farming-fishing,Husband,White,Female,922,98,30,United-States,<=50K
84,State-gov,168516,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,798,31,70,United-States,>50K
21,Private,427950,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Female,1101,25,66,United-States,<=50K
53,Without-pay,182817,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Female,1695,29,61,United-States,<=50K
88,Private,44571,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,4663,178,78,United-States,>50K
47,Private,233023,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,1003,94,41,Mexico,>50K
25,Self-emp-not-inc,418605,Assoc-acdm,12,Never-married,Craft-repair,Unmarried,White,Female,7940,61,82,United-States,>50K
67,Without-pay,365424,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2846,17,51,United-States,>50K
45,Private,225290,10th,6,Divorced,Prof-specialty,Husband,White,Female,1432,9,44,United-States,<=50K
56,Private,55038,HS-grad,9,Divorced,Adm-clerical,Husband,White,Female,2065,127,95,United-States,<=50K
57,Private,82795,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,215,27,13,United-States,<=50K
27,Private,317312,10th,6,Married-spouse-absent,Tech-support,Husband,White,Female,3722,16,90,United-States,>50K
39,Private,219154,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1746,31,12,United-States,>50K
17,Local-gov,77690,10th,6,Married-civ-spouse,Farming-fishing,Wife,Black,Female,8547,124,82,Philippines,>50K
62,Private,477518,Bachelors,13,Divorced,Other-service,Not-in-family,Black,Male,2023,24,9,United-States,<=50K
37,Self-emp-not-inc,386197,HS-grad,9,Never-married,Craft-repair,Husband,Other,Female,3592,41,85,United-States,>50K
52,Private,21230,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,3216,81,48,United-States,>50K
70,Private,355445,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,847,27,49,United-States,<=50K
73,Self-emp-not-inc,146974,HS-grad,9,Divorced,Other-service,Husband,White,Male,601,13,53,United-States,<=50K
17,Private,338902,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,1125,260,56,United-States,<=50K
79,Private,37050,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Female,1259,156,40,United-States,<=50K
70,Private,371949,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Black,Male,549,92,24,Philippines,<=50K
71,Never-worked,215658,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,4499,58,98,United-States,>50K
56,Local-gov,341254,11th,7,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,1564,17,72,United-States,<=50K
31,Private,374177,11th,7,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,7674,122,33,Mexico,>50K
37,Private,86693,10th,6,Married-spouse-absent,Other-service,Husband,White,Female,3321,16,23,United-States,>50K
63,Private,394572,Some-college,10,Married-civ-spouse,Sales,Unmarried,White,Female,1622,80,77,United-States,>50K
89,Local-gov,29575,10th,6,Widowed,Prof-specialty,Husband,White,Male,5876,125,54,India,>50K
69,Self-emp-not-inc,200012,Masters,14,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,1405,46,53,United-States,>50K
25,Private,312388,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,4362,81,49,United-States,>50K
68,Private,486697,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,886,78,78,United-States,>50K
73,Private,287106,Masters,14,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,951,10,78,United-States,>50K
42,Self-emp-not-inc,241898,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,1083,55,80,United-States,<=50K
57,Local-gov,266551,Bachelors,13,Divorced,Prof-specialty,Husband,White,Male,1582,4,49,United-States,>50K
51,Private,372839,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1612,35,60,United-States,>50K
79,Private,258435,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,1371,8,90,United-States,<=50K
41,Private,257943,Bachelors,13,Married-civ-spouse,Other-service,Unmarried,White,Female,730,26,90,United-States,<=50K
54,Never-worked,100388,Masters,14,Divorced,Prof-specialty,Husband,White,Male,5240,89,65,Canada,>50K
18,Private,237292,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1776,217,32,Cuba,>50K
23,Local-gov,87332,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,1047,19,79,United-States,<=50K
50,Private,427666,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,2106,37,21,India,>50K
33,Private,194566,Some-college,10,Divorced,Prof-specialty,Husband,White,Male,2921,35,18,United-States,>50K
59,Private,399530,11th,7,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,6474,154,94,United-States,>50K
75,Private,317181,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,1384,32,60,United-States,<=50K
67,Private,122666,Bachelors,13,Never-married,Adm-clerical,Husband,White,Female,237,60,13,United-States,<=50K
70,Local-gov,137048,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,1162,127,24,India,>50K
40,Private,272072,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1303,23,30,United-States,>50K
